invoice_id,store_id,customer_id,invoice_date,payment_method,line_item,product_id,quantity,unit_price,discount
2055,3,231,2024-04-15 12:49:00,Cash,5,2277,3,9.38,0.15
2056,45,511,2024-09-18 09:45:00,Debit Card,1,1893,5,10.0,0
2056,45,511,2024-09-18 09:45:00,Debit Card,2,256,2,1.82,0.15
2056,45,511,2024-09-18 09:45:00,Debit Card,3,1067,4,13.38,0
2057,20,606,2025-12-24 21:14:00,Debit Card,1,1524,2,12.3,0
2058,29,159,2025-03-16 16:14:00,PayPal,1,1389,3,9.38,0.15
2058,29,159,2025-03-16 16:14:00,PayPal,2,2450,4,6.08,0.15
2058,29,159,2025-03-16 16:14:00,PayPal,3,138,5,8.85,0
2058,29,159,2025-03-16 16:14:00,PayPal,4,1858,4,5.69,0.15
2058,29,159,2025-03-16 16:14:00,PayPal,5,228,3,28.36,0
2058,29,159,2025-03-16 16:14:00,PayPal,6,2387,6,9.2,0
2059,20,,2025-10-18 13:52:00,Gift Card,1,2231,1,8.69,0.1
2060,7,144,2025-01-03 18:16:00,PayPal,1,432,5,2.25,0
2060,7,144,2025-01-03 18:16:00,PayPal,2,1366,1,10.26,0.05
2060,7,144,2025-01-03 18:16:00,PayPal,3,1747,4,8.23,0.05
2061,37,795,2024-08-10 18:12:00,Credit Card,1,723,1,10.16,0
2062,40,425,2023-09-03 17:12:00,PayPal,1,867,5,20.23,0.05
2062,40,425,2023-09-03 17:12:00,PayPal,2,1254,3,11.56,0
2063,30,37637,2023-03-26 12:23:00,Cash,1,1055,1,4.41,0.2
2063,30,37637,2023-03-26 12:23:00,Cash,2,1932,5,4.83,0.2
2063,30,37637,2023-03-26 12:23:00,Cash,3,1446,6,17.21,0
2063,30,37637,2023-03-26 12:23:00,Cash,4,889,4,12.8,0.2
2063,30,37637,2023-03-26 12:23:00,Cash,5,2319,3,2.84,0
2063,30,37637,2023-03-26 12:23:00,Cash,6,69,3,1.52,0
2063,30,37637,2023-03-26 12:23:00,Cash,7,775,5,9.17,0.2
2063,30,37637,2023-03-26 12:23:00,Cash,8,739,4,34.19,0.15
2063,30,37637,2023-03-26 12:23:00,Cash,9,2480,5,4.47,0
2064,43,833,2023-09-29 17:59:00,Debit Card,1,1136,5,13.48,0.15
2064,43,833,2023-09-29 17:59:00,Debit Card,2,608,1,5.7,0.05
2064,43,833,2023-09-29 17:59:00,Debit Card,3,1866,1,2.48,0.1
2064,43,833,2023-09-29 17:59:00,Debit Card,4,36,6,9.91,0
2064,43,833,2023-09-29 17:59:00,Debit Card,5,624,2,9.72,0
2064,43,833,2023-09-29 17:59:00,Debit Card,6,1540,1,4.78,0
2064,43,833,2023-09-29 17:59:00,Debit Card,7,937,6,2.03,0
2064,43,833,2023-09-29 17:59:00,Debit Card,8,2407,2,3.94,0
2064,43,833,2023-09-29 17:59:00,Debit Card,9,1008,5,14.69,0.2
2065,13,627,2025-07-22 18:58:00,Gift Card,1,1636,6,6.75,0
2065,13,627,2025-07-22 18:58:00,Gift Card,2,367,2,12.37,0.1
2065,13,627,2025-07-22 18:58:00,Gift Card,3,600,5,9.13,0
2065,13,627,2025-07-22 18:58:00,Gift Card,4,2265,5,6.91,0.1
2066,9,269,2024-06-16 08:18:00,Cash,1,2248,6,26.11,0.2
2066,9,269,2024-06-16 08:18:00,Cash,2,1230,1,1.59,0.05
2067,29,164,2023-07-16 08:38:00,Debit Card,1,1996,1,3.45,0.2
2068,24,823,2023-03-22 06:08:00,Debit Card,1,2016,5,17.56,0.15
2068,24,823,2023-03-22 06:08:00,Debit Card,2,2046,5,34.77,0
2068,24,823,2023-03-22 06:08:00,Debit Card,3,104,2,1.59,0
2069,49,650,2025-05-08 14:57:00,Debit Card,1,778,1,10.21,0
2069,49,650,2025-05-08 14:57:00,Debit Card,2,1941,3,12.24,0
2070,27,36811,2025-12-25 07:17:00,EBT,1,1215,4,6.87,0.05
2070,27,36811,2025-12-25 07:17:00,EBT,2,1670,1,5.08,0
2070,27,36811,2025-12-25 07:17:00,EBT,3,2097,4,7.78,0.15
2070,27,36811,2025-12-25 07:17:00,EBT,4,480,2,12.04,0.15
2070,27,36811,2025-12-25 07:17:00,EBT,5,380,2,4.94,0.15
2070,27,36811,2025-12-25 07:17:00,EBT,6,928,1,9.71,0
2070,27,36811,2025-12-25 07:17:00,EBT,7,2449,3,3.87,0.2
2070,27,36811,2025-12-25 07:17:00,EBT,8,1264,1,25.83,0.05
2070,27,36811,2025-12-25 07:17:00,EBT,9,2258,4,1.68,0.15
2070,27,36811,2025-12-25 07:17:00,EBT,10,490,3,11.28,0.05
2070,27,36811,2025-12-25 07:17:00,EBT,11,1628,6,3.65,0.15
2070,27,36811,2025-12-25 07:17:00,EBT,12,343,1,9.27,0
2070,27,36811,2025-12-25 07:17:00,EBT,13,1896,4,10.08,0
2070,27,36811,2025-12-25 07:17:00,EBT,14,1521,2,7.41,0.2
2071,31,614,2025-01-03 21:02:00,PayPal,1,1288,2,7.57,0.2
2071,31,614,2025-01-03 21:02:00,PayPal,2,1971,5,10.66,0.15
2071,31,614,2025-01-03 21:02:00,PayPal,3,2385,3,5.06,0
2071,31,614,2025-01-03 21:02:00,PayPal,4,853,3,10.32,0
2071,31,614,2025-01-03 21:02:00,PayPal,5,1680,4,7.1,0.05
2072,37,487,2025-11-03 15:24:00,EBT,1,444,3,6.16,0.15
2072,37,487,2025-11-03 15:24:00,EBT,2,1386,1,5.45,0
2072,37,487,2025-11-03 15:24:00,EBT,3,269,2,7.19,0
2072,37,487,2025-11-03 15:24:00,EBT,4,337,1,24.24,0.05
2072,37,487,2025-11-03 15:24:00,EBT,5,34,1,9.27,0.1
2072,37,487,2025-11-03 15:24:00,EBT,6,2443,1,10.23,0
2072,37,487,2025-11-03 15:24:00,EBT,7,592,5,10.14,0
2073,41,,2023-04-03 16:19:00,PayPal,1,2071,1,22.98,0
2073,41,,2023-04-03 16:19:00,PayPal,2,233,3,12.68,0.05
2073,41,,2023-04-03 16:19:00,PayPal,3,396,6,10.19,0.2
2074,18,740,2023-09-04 10:03:00,Debit Card,1,1902,3,9.86,0
2074,18,740,2023-09-04 10:03:00,Debit Card,2,870,6,17.92,0.05
2075,37,907,2024-09-09 14:52:00,Debit Card,1,1491,1,5.04,0.15
2075,37,907,2024-09-09 14:52:00,Debit Card,2,1021,5,6.96,0.15
2075,37,907,2024-09-09 14:52:00,Debit Card,3,691,5,9.23,0
2075,37,907,2024-09-09 14:52:00,Debit Card,4,351,4,12.54,0.1
2075,37,907,2024-09-09 14:52:00,Debit Card,5,1844,5,11.06,0.15
2075,37,907,2024-09-09 14:52:00,Debit Card,6,1031,3,10.21,0.2
2075,37,907,2024-09-09 14:52:00,Debit Card,7,1743,2,21.7,0.2
2076,29,598,2024-08-30 10:08:00,Gift Card,1,1218,5,3.36,0
2076,29,598,2024-08-30 10:08:00,Gift Card,2,495,5,12.82,0
2077,32,98731,2023-02-17 06:15:00,Gift Card,1,2248,5,26.11,0.2
2077,32,98731,2023-02-17 06:15:00,Gift Card,2,1481,5,10.18,0.1
2077,32,98731,2023-02-17 06:15:00,Gift Card,3,993,6,10.84,0
2078,12,,2025-11-19 21:19:00,PayPal,1,869,5,7.7,0.2
2078,12,,2025-11-19 21:19:00,PayPal,2,2057,2,2.06,0.1
2078,12,,2025-11-19 21:19:00,PayPal,3,215,3,10.85,0.15
2078,12,,2025-11-19 21:19:00,PayPal,4,554,2,10.07,0
2078,12,,2025-11-19 21:19:00,PayPal,5,2032,3,12.84,0
2078,12,,2025-11-19 21:19:00,PayPal,6,1843,2,7.3,0
2078,12,,2025-11-19 21:19:00,PayPal,7,1843,5,7.3,0
2080,21,,2023-04-09 10:57:00,PayPal,1,1687,3,3.86,0.2
2081,33,264,2025-08-30 09:04:00,Credit Card,1,68,2,5.11,0.2
2081,33,264,2025-08-30 09:04:00,Credit Card,2,1340,6,10.41,0
2081,33,264,2025-08-30 09:04:00,Credit Card,3,43,3,18.07,0
2081,33,264,2025-08-30 09:04:00,Credit Card,4,135,4,6.65,0
2082,45,44,2024-08-02 12:14:00,Gift Card,1,672,6,7.45,0
2082,45,44,2024-08-02 12:14:00,Gift Card,2,643,1,6.06,0
2082,45,44,2024-08-02 12:14:00,Gift Card,3,138,4,8.85,0
2082,45,44,2024-08-02 12:14:00,Gift Card,4,1857,1,3.15,0
2082,45,44,2024-08-02 12:14:00,Gift Card,5,1237,2,1.94,0
2083,50,800,2023-11-26 08:47:00,PayPal,1,1804,4,14.26,0
2083,50,800,2023-11-26 08:47:00,PayPal,2,672,2,7.45,0.1
2083,50,800,2023-11-26 08:47:00,PayPal,3,1614,5,5.44,0
2083,50,800,2023-11-26 08:47:00,PayPal,4,178,2,9.08,0
2083,50,800,2023-11-26 08:47:00,PayPal,5,73,4,2.55,0
2083,50,800,2023-11-26 08:47:00,PayPal,6,1201,6,4.78,0.1
2083,50,800,2023-11-26 08:47:00,PayPal,7,1988,5,12.5,0
2083,50,800,2023-11-26 08:47:00,PayPal,8,407,1,5.06,0
2083,50,800,2023-11-26 08:47:00,PayPal,9,2252,3,6.83,0.1
2083,50,800,2023-11-26 08:47:00,PayPal,10,16,2,16.36,0.2
2083,50,800,2023-11-26 08:47:00,PayPal,11,663,2,10.09,0
2084,16,532,2025-08-18 09:47:00,EBT,1,935,1,30.07,0.15
2084,16,532,2025-08-18 09:47:00,EBT,2,1493,1,16.54,0.15
2085,28,,2023-08-15 19:01:00,Mobile Pay,1,704,2,6.98,0
2085,28,,2023-08-15 19:01:00,Mobile Pay,2,1068,1,3.17,0
2086,41,,2024-06-14 19:17:00,Cash,1,2250,4,3.41,0.05
2087,6,64230,2025-11-11 12:04:00,Gift Card,1,633,3,2.15,0.05
2087,6,64230,2025-11-11 12:04:00,Gift Card,2,687,1,3.8,0
2088,18,90597,2024-12-03 15:07:00,Debit Card,1,885,5,7.25,0
2088,18,90597,2024-12-03 15:07:00,Debit Card,2,2488,1,6.25,0.05
2088,18,90597,2024-12-03 15:07:00,Debit Card,3,1388,3,4.11,0.2
2089,3,215,2024-08-02 09:17:00,Cash,1,2072,6,10.87,0
2089,3,215,2024-08-02 09:17:00,Cash,2,1674,3,2.63,0.1
2089,3,215,2024-08-02 09:17:00,Cash,3,1108,3,12.89,0
2090,45,95169,2023-01-18 14:51:00,Credit Card,1,598,6,15.56,0.05
2090,45,95169,2023-01-18 14:51:00,Credit Card,2,1742,2,11.43,0
2090,45,95169,2023-01-18 14:51:00,Credit Card,3,878,2,4.73,0
2090,45,95169,2023-01-18 14:51:00,Credit Card,4,808,4,3.89,0
2090,45,95169,2023-01-18 14:51:00,Credit Card,5,440,1,5.5,0
2090,45,95169,2023-01-18 14:51:00,Credit Card,6,1420,2,9.83,0
2091,18,161,2025-07-15 12:59:00,Debit Card,1,1214,3,33.76,0.1
2092,22,942,2025-01-31 17:16:00,Debit Card,1,2132,2,11.4,0
2092,22,942,2025-01-31 17:16:00,Debit Card,2,1422,3,7.11,0
2092,22,942,2025-01-31 17:16:00,Debit Card,3,86,2,6.6,0.2
2093,48,242,2023-07-11 14:17:00,EBT,1,781,5,3.52,0.1
2093,48,242,2023-07-11 14:17:00,EBT,2,2065,6,4.59,0.1
2093,48,242,2023-07-11 14:17:00,EBT,3,839,5,7.72,0.15
2094,36,,2025-02-14 20:34:00,Mobile Pay,1,765,2,5.0,0
2094,36,,2025-02-14 20:34:00,Mobile Pay,2,1515,2,1.85,0.1
2094,36,,2025-02-14 20:34:00,Mobile Pay,3,666,1,6.87,0.1
2094,36,,2025-02-14 20:34:00,Mobile Pay,4,218,2,6.82,0
2095,9,136,2024-03-12 16:00:00,Gift Card,1,2478,1,8.67,0.15
2095,9,136,2024-03-12 16:00:00,Gift Card,2,2154,2,9.48,0.05
2095,9,136,2024-03-12 16:00:00,Gift Card,3,1229,6,6.54,0.05
2095,9,136,2024-03-12 16:00:00,Gift Card,4,1716,1,5.52,0
2095,9,136,2024-03-12 16:00:00,Gift Card,5,205,5,6.98,0.2
2096,50,280,2023-12-25 20:39:00,EBT,1,1456,1,11.05,0
2096,50,280,2023-12-25 20:39:00,EBT,2,2044,3,5.43,0.05
2097,35,729,2023-05-17 12:08:00,Debit Card,1,662,4,2.42,0
2097,35,729,2023-05-17 12:08:00,Debit Card,2,1280,2,17.76,0
2097,35,729,2023-05-17 12:08:00,Debit Card,3,331,5,11.58,0.2
2098,22,926,2024-09-10 14:41:00,Mobile Pay,1,595,6,7.28,0
2098,22,926,2024-09-10 14:41:00,Mobile Pay,2,303,1,7.72,0.1
2099,12,799,2024-10-01 21:29:00,Gift Card,1,2441,5,12.73,0
2099,12,799,2024-10-01 21:29:00,Gift Card,2,1431,4,5.44,0
2100,41,6,2023-09-15 15:47:00,Credit Card,1,1935,1,22.07,0.15
2100,41,6,2023-09-15 15:47:00,Credit Card,2,1732,3,11.57,0
2101,35,97,2025-09-16 19:11:00,Debit Card,1,2401,3,8.98,0
2101,35,97,2025-09-16 19:11:00,Debit Card,2,1767,2,33.62,0
2102,23,371,2025-12-30 09:01:00,Mobile Pay,1,92,1,6.39,0
2102,23,371,2025-12-30 09:01:00,Mobile Pay,2,1968,5,4.73,0.15
2102,23,371,2025-12-30 09:01:00,Mobile Pay,3,836,2,4.69,0.2
2102,23,371,2025-12-30 09:01:00,Mobile Pay,4,818,1,14.71,0
2102,23,371,2025-12-30 09:01:00,Mobile Pay,5,168,3,22.58,0
2103,40,669,2023-07-30 17:20:00,Gift Card,1,653,1,15.86,0
2103,40,669,2023-07-30 17:20:00,Gift Card,2,2396,3,16.63,0.1
2103,40,669,2023-07-30 17:20:00,Gift Card,3,1223,6,3.56,0.15
2103,40,669,2023-07-30 17:20:00,Gift Card,4,1,3,5.78,0
2103,40,669,2023-07-30 17:20:00,Gift Card,5,1171,6,21.11,0.2
2103,40,669,2023-07-30 17:20:00,Gift Card,6,724,5,12.37,0.15
2104,18,247,2024-07-05 10:34:00,Cash,1,845,6,30.21,0.2
2104,18,247,2024-07-05 10:34:00,Cash,2,2247,4,5.24,0
2104,18,247,2024-07-05 10:34:00,Cash,3,1111,5,12.8,0.2
2105,48,269,2024-02-14 09:16:00,PayPal,1,1275,4,12.94,0.2
2106,16,12322,2023-06-24 14:46:00,EBT,1,1918,6,5.53,0
2106,16,12322,2023-06-24 14:46:00,EBT,2,2391,2,5.35,0.05
2106,16,12322,2023-06-24 14:46:00,EBT,3,2332,4,8.98,0
2107,6,562,2025-08-01 10:51:00,Mobile Pay,1,1659,3,6.43,0
2108,43,105,2023-01-08 16:22:00,Gift Card,1,1697,4,10.1,0.1
2108,43,105,2023-01-08 16:22:00,Gift Card,2,1595,6,1.48,0.1
2108,43,105,2023-01-08 16:22:00,Gift Card,3,2187,2,6.49,0.15
2108,43,105,2023-01-08 16:22:00,Gift Card,4,258,2,6.31,0.05
2109,24,479,2024-10-20 12:05:00,Cash,1,1253,6,13.99,0.1
2109,24,479,2024-10-20 12:05:00,Cash,2,1130,1,6.12,0.05
2109,24,479,2024-10-20 12:05:00,Cash,3,876,1,13.58,0
2110,20,,2023-02-21 09:03:00,Cash,1,1964,5,22.23,0.15
2110,20,,2023-02-21 09:03:00,Cash,2,2499,6,17.09,0
2111,19,837,2025-08-07 12:57:00,EBT,1,711,5,22.14,0.1
2111,19,837,2025-08-07 12:57:00,EBT,2,581,4,4.5,0
2112,44,470,2025-09-12 16:05:00,Mobile Pay,1,149,2,9.79,0.15
2112,44,470,2025-09-12 16:05:00,Mobile Pay,2,1560,1,1.67,0.05
2112,44,470,2025-09-12 16:05:00,Mobile Pay,3,2015,4,10.91,0.1
2112,44,470,2025-09-12 16:05:00,Mobile Pay,4,2094,2,8.45,0.15
2112,44,470,2025-09-12 16:05:00,Mobile Pay,5,645,6,27.71,0.15
2112,44,470,2025-09-12 16:05:00,Mobile Pay,6,2172,2,5.31,0
2112,44,470,2025-09-12 16:05:00,Mobile Pay,7,811,2,22.15,0.1
2112,44,470,2025-09-12 16:05:00,Mobile Pay,8,770,5,14.73,0
2112,44,470,2025-09-12 16:05:00,Mobile Pay,9,2202,2,11.8,0.15
2113,17,307,2024-03-28 17:04:00,Gift Card,1,919,1,5.2,0
2113,17,307,2024-03-28 17:04:00,Gift Card,2,388,4,10.36,0.15
2113,17,307,2024-03-28 17:04:00,Gift Card,3,1039,6,8.35,0.2
2113,17,307,2024-03-28 17:04:00,Gift Card,4,2073,2,2.55,0.2
2113,17,307,2024-03-28 17:04:00,Gift Card,5,1560,3,1.67,0.1
2113,17,307,2024-03-28 17:04:00,Gift Card,6,1285,6,9.35,0.15
2113,17,307,2024-03-28 17:04:00,Gift Card,7,2246,2,6.31,0.15
2113,17,307,2024-03-28 17:04:00,Gift Card,8,1323,5,21.17,0.05
2114,15,717,2024-07-07 09:29:00,EBT,1,196,4,8.96,0
2114,15,717,2024-07-07 09:29:00,EBT,2,1818,3,2.96,0
2114,15,717,2024-07-07 09:29:00,EBT,3,1684,4,4.23,0.1
2114,15,717,2024-07-07 09:29:00,EBT,4,1438,2,9.78,0
2115,10,,2023-07-19 09:42:00,EBT,1,427,5,5.87,0.1
2115,10,,2023-07-19 09:42:00,EBT,2,1306,3,6.48,0.15
2115,10,,2023-07-19 09:42:00,EBT,3,1159,2,13.75,0
2115,10,,2023-07-19 09:42:00,EBT,4,1527,3,13.57,0.15
2115,10,,2023-07-19 09:42:00,EBT,5,7,3,3.92,0.15
2116,1,85251,2023-03-04 16:43:00,Debit Card,1,187,5,4.92,0.2
2116,1,85251,2023-03-04 16:43:00,Debit Card,2,290,4,12.57,0
2116,1,85251,2023-03-04 16:43:00,Debit Card,3,1267,3,5.67,0.2
2116,1,85251,2023-03-04 16:43:00,Debit Card,4,2404,2,30.85,0
2116,1,85251,2023-03-04 16:43:00,Debit Card,5,1478,4,10.96,0.1
2116,1,85251,2023-03-04 16:43:00,Debit Card,6,1732,3,11.57,0.05
2116,1,85251,2023-03-04 16:43:00,Debit Card,7,538,4,25.58,0
2117,50,962,2023-11-26 10:56:00,Credit Card,1,1491,4,5.04,0
2117,50,962,2023-11-26 10:56:00,Credit Card,2,591,3,4.05,0.15
2118,2,864,2024-05-16 17:18:00,Gift Card,1,1276,4,3.95,0
2118,2,864,2024-05-16 17:18:00,Gift Card,2,1814,6,11.52,0
2119,19,,2025-09-08 17:37:00,Credit Card,1,1833,3,5.39,0.1
2119,19,,2025-09-08 17:37:00,Credit Card,2,2371,2,11.27,0
2119,19,,2025-09-08 17:37:00,Credit Card,3,1236,4,12.04,0
2120,18,,2023-04-05 11:44:00,EBT,1,1295,2,5.89,0
2120,18,,2023-04-05 11:44:00,EBT,2,1909,1,5.8,0
2120,18,,2023-04-05 11:44:00,EBT,3,2186,3,10.37,0
2120,18,,2023-04-05 11:44:00,EBT,4,372,1,4.83,0.1
2120,18,,2023-04-05 11:44:00,EBT,5,2090,1,8.56,0.15
2121,23,587,2024-04-16 11:26:00,EBT,1,1590,1,9.27,0.2
2121,23,587,2024-04-16 11:26:00,EBT,2,1455,5,32.76,0
2121,23,587,2024-04-16 11:26:00,EBT,3,1354,5,7.37,0.05
2121,23,587,2024-04-16 11:26:00,EBT,4,1881,6,10.58,0
2122,21,94863,2024-05-30 11:11:00,EBT,1,2015,6,10.91,0.1
2122,21,94863,2024-05-30 11:11:00,EBT,2,1659,6,6.43,0.2
2123,27,6,2023-04-23 20:49:00,Cash,1,1615,1,6.45,0.1
2123,27,6,2023-04-23 20:49:00,Cash,2,508,4,12.39,0.1
2124,46,30924,2025-02-25 11:08:00,Gift Card,1,78,1,11.93,0
2125,21,534,2025-08-12 15:00:00,Mobile Pay,1,1609,5,24.65,0
2125,21,534,2025-08-12 15:00:00,Mobile Pay,2,2461,2,25.52,0.05
2125,21,534,2025-08-12 15:00:00,Mobile Pay,3,788,3,1.99,0
2125,21,534,2025-08-12 15:00:00,Mobile Pay,4,1381,2,9.79,0.05
2126,6,321,2025-04-03 16:32:00,Credit Card,1,532,2,1.38,0
2126,6,321,2025-04-03 16:32:00,Credit Card,2,163,4,7.5,0
2126,6,321,2025-04-03 16:32:00,Credit Card,3,338,5,21.39,0
2126,6,321,2025-04-03 16:32:00,Credit Card,4,848,6,20.74,0
2126,6,321,2025-04-03 16:32:00,Credit Card,5,403,2,3.71,0
2126,6,321,2025-04-03 16:32:00,Credit Card,6,21,3,12.38,0.15
2127,47,679,2025-09-06 12:11:00,Gift Card,1,2276,2,11.48,0.1
2127,47,679,2025-09-06 12:11:00,Gift Card,2,1204,2,6.95,0.1
2127,47,679,2025-09-06 12:11:00,Gift Card,3,1661,4,6.91,0.15
2127,47,679,2025-09-06 12:11:00,Gift Card,4,1642,6,11.29,0.2
2128,30,715,2023-03-17 12:57:00,Credit Card,1,2356,6,7.61,0.05
2128,30,715,2023-03-17 12:57:00,Credit Card,2,2054,2,34.28,0
2129,11,195,2025-09-01 09:17:00,Debit Card,1,1556,6,3.87,0
2129,11,195,2025-09-01 09:17:00,Debit Card,2,2143,3,9.7,0
2129,11,195,2025-09-01 09:17:00,Debit Card,3,1107,5,7.13,0.1
2130,48,499,2023-02-05 21:45:00,Debit Card,1,619,4,7.58,0
2130,48,499,2023-02-05 21:45:00,Debit Card,2,2132,3,11.4,0
2130,48,499,2023-02-05 21:45:00,Debit Card,3,2072,2,10.87,0
2130,48,499,2023-02-05 21:45:00,Debit Card,4,1023,2,1.41,0.05
2130,48,499,2023-02-05 21:45:00,Debit Card,5,1481,5,10.18,0
2130,48,499,2023-02-05 21:45:00,Debit Card,6,1967,3,3.42,0
2131,33,,2023-12-10 06:08:00,Gift Card,1,2437,5,11.56,0
2131,33,,2023-12-10 06:08:00,Gift Card,2,711,2,22.14,0
2131,33,,2023-12-10 06:08:00,Gift Card,3,503,6,8.84,0.2
2131,33,,2023-12-10 06:08:00,Gift Card,4,2145,1,2.79,0.05
2131,33,,2023-12-10 06:08:00,Gift Card,5,1353,3,10.55,0
2131,33,,2023-12-10 06:08:00,Gift Card,6,1013,6,11.41,0
2131,33,,2023-12-10 06:08:00,Gift Card,7,678,2,1.42,0
2131,33,,2023-12-10 06:08:00,Gift Card,8,1008,1,14.69,0
2131,33,,2023-12-10 06:08:00,Gift Card,9,711,5,22.14,0
2131,33,,2023-12-10 06:08:00,Gift Card,10,221,5,8.77,0.15
2132,44,768,2023-10-10 17:47:00,Cash,1,300,6,1.37,0
2132,44,768,2023-10-10 17:47:00,Cash,2,1498,5,32.62,0.05
2133,40,691,2025-04-25 21:44:00,PayPal,1,1154,4,8.52,0
2133,40,691,2025-04-25 21:44:00,PayPal,2,1334,1,5.38,0
2134,37,119,2024-05-03 13:24:00,Gift Card,1,490,2,11.28,0
2134,37,119,2024-05-03 13:24:00,Gift Card,2,122,5,7.17,0.05
2134,37,119,2024-05-03 13:24:00,Gift Card,3,457,2,28.39,0
2134,37,119,2024-05-03 13:24:00,Gift Card,4,2074,6,8.35,0.2
2134,37,119,2024-05-03 13:24:00,Gift Card,5,1535,5,2.04,0.2
2134,37,119,2024-05-03 13:24:00,Gift Card,6,1018,6,20.68,0
2135,9,110,2025-09-12 07:20:00,EBT,1,484,6,14.63,0
2135,9,110,2025-09-12 07:20:00,EBT,2,1531,6,10.9,0.1
2135,9,110,2025-09-12 07:20:00,EBT,3,255,1,9.72,0
2136,45,74,2023-02-09 13:47:00,EBT,1,611,4,7.61,0.1
2136,45,74,2023-02-09 13:47:00,EBT,2,359,2,5.01,0.2
2136,45,74,2023-02-09 13:47:00,EBT,3,1656,5,9.58,0
2136,45,74,2023-02-09 13:47:00,EBT,4,790,5,31.01,0.1
2136,45,74,2023-02-09 13:47:00,EBT,5,901,2,27.65,0.1
2136,45,74,2023-02-09 13:47:00,EBT,6,2135,2,12.54,0.05
2137,31,,2025-12-02 19:14:00,Cash,1,557,3,10.32,0
2137,31,,2025-12-02 19:14:00,Cash,2,1561,4,12.51,0
2138,24,818,2025-03-22 18:49:00,Mobile Pay,1,1884,1,4.48,0.05
2138,24,818,2025-03-22 18:49:00,Mobile Pay,2,277,4,19.4,0
2139,15,559,2024-08-08 11:41:00,PayPal,1,467,3,5.77,0.15
2139,15,559,2024-08-08 11:41:00,PayPal,2,473,3,29.25,0
2139,15,559,2024-08-08 11:41:00,PayPal,3,1703,6,25.92,0
2140,5,62,2025-10-18 08:32:00,Gift Card,1,1053,2,14.35,0
2140,5,62,2025-10-18 08:32:00,Gift Card,2,301,4,11.8,0
2140,5,62,2025-10-18 08:32:00,Gift Card,3,2155,1,5.91,0.05
2140,5,62,2025-10-18 08:32:00,Gift Card,4,646,2,1.76,0
2140,5,62,2025-10-18 08:32:00,Gift Card,5,1826,5,7.74,0.2
2141,46,835,2024-01-19 08:38:00,Gift Card,1,833,4,12.84,0
2141,46,835,2024-01-19 08:38:00,Gift Card,2,1922,5,11.82,0
2142,40,,2023-03-17 18:24:00,Mobile Pay,1,990,2,12.69,0
2143,14,736,2025-12-13 18:59:00,EBT,1,878,3,4.73,0.1
2143,14,736,2025-12-13 18:59:00,EBT,2,2252,2,6.83,0
2144,7,480,2024-01-07 09:54:00,Mobile Pay,1,2327,3,8.2,0
2145,23,989,2024-08-13 07:48:00,Debit Card,1,1463,5,8.22,0
2145,23,989,2024-08-13 07:48:00,Debit Card,2,1462,4,5.86,0.15
2145,23,989,2024-08-13 07:48:00,Debit Card,3,270,3,5.66,0
2145,23,989,2024-08-13 07:48:00,Debit Card,4,640,2,6.52,0.1
2145,23,989,2024-08-13 07:48:00,Debit Card,5,799,3,11.19,0.05
2145,23,989,2024-08-13 07:48:00,Debit Card,6,2029,4,2.55,0.05
2145,23,989,2024-08-13 07:48:00,Debit Card,7,207,4,10.26,0
2146,31,820,2025-04-05 16:12:00,Cash,1,2409,5,2.17,0.1
2146,31,820,2025-04-05 16:12:00,Cash,2,458,2,6.05,0
2147,9,55,2024-06-05 07:09:00,Cash,1,1671,6,11.26,0
2147,9,55,2024-06-05 07:09:00,Cash,2,1289,4,17.96,0
2147,9,55,2024-06-05 07:09:00,Cash,3,2112,1,24.1,0
2147,9,55,2024-06-05 07:09:00,Cash,4,2238,1,10.13,0.05
2147,9,55,2024-06-05 07:09:00,Cash,5,1793,3,8.13,0.1
2148,27,716,2024-11-23 18:58:00,EBT,1,2316,2,6.7,0.2
2149,33,753,2024-12-02 21:01:00,PayPal,1,2026,3,11.07,0
2149,33,753,2024-12-02 21:01:00,PayPal,2,1262,4,8.9,0
2149,33,753,2024-12-02 21:01:00,PayPal,3,815,4,10.54,0
2150,15,33,2024-08-16 17:02:00,Debit Card,1,2371,1,11.27,0
2150,15,33,2024-08-16 17:02:00,Debit Card,2,583,2,8.75,0
2150,15,33,2024-08-16 17:02:00,Debit Card,3,2266,1,5.47,0.2
2150,15,33,2024-08-16 17:02:00,Debit Card,4,2061,6,26.35,0
2150,15,33,2024-08-16 17:02:00,Debit Card,5,449,3,28.87,0
2150,15,33,2024-08-16 17:02:00,Debit Card,6,1327,6,17.78,0.05
2150,15,33,2024-08-16 17:02:00,Debit Card,7,2471,1,12.78,0
2150,15,33,2024-08-16 17:02:00,Debit Card,8,1246,1,10.87,0.15
2151,24,852,2023-08-10 09:26:00,Cash,1,1429,1,7.32,0.2
2152,19,955,2023-02-28 20:01:00,Gift Card,1,2402,1,7.73,0
2152,19,955,2023-02-28 20:01:00,Gift Card,2,2239,1,1.48,0
2153,14,,2025-08-04 07:20:00,Gift Card,1,1091,5,10.56,0.15
2153,14,,2025-08-04 07:20:00,Gift Card,2,1883,2,3.46,0.15
2154,20,509,2025-10-09 10:46:00,Debit Card,1,1969,5,3.05,0
2154,20,509,2025-10-09 10:46:00,Debit Card,2,2415,5,8.99,0
2154,20,509,2025-10-09 10:46:00,Debit Card,3,1570,6,12.81,0.15
