product_id,sku,product_name,category,subcategory,brand,unit_price,cost,is_active
605,HOU-000605-113,Kirkland Signature LED Light Bulbs 4ct,Household,Cleaning,Kirkland Signature,27.3,16.29,True
606,FRO-000606-821,Wonder Bread Chicken Nuggets 24oz,Frozen,Frozen,Wonder Bread,11.65,7.39,True
607,MEA-000607-401,Nestle Ground Pork 1lb,Meat,Butcher,Nestle,18.45,14.32,True
608,DAI-000608-222,Lays String Cheese 12ct,Dairy,Dairy,Lays,5.7,3.7,True
609,DAI-000609-966,Heinz Sharp Cheddar Cheese Block 8oz,Dairy,Dairy,Heinz,4.27,2.67,True
610,DAI-000610-430,Pepsi Whole Milk Gallon,Dairy,Dairy,Pepsi,8.27,6.02,True
611,BEV-000611-663,Heinz Sparkling Water Lime 8x12oz,Beverages,Drinks,Heinz,7.61,5.56,True
612,MEA-000612-169,Lays Atlantic Salmon Fillet 1lb,Meat,Butcher,Lays,28.58,16.77,True
613,BAK-000613-326,Bounty Bagels Plain 6ct,Bakery,Bakery,Bounty,11.63,8.17,True
614,BEV-000614-643,Hellmanns Spring Water 24x16.9oz Bottles,Beverages,Drinks,Hellmanns,8.95,6.08,True
615,GRO-000615-454,Oscar Mayer Spaghetti Pasta 16oz,Grocery,Pantry,Oscar Mayer,6.5,4.93,True
616,MEA-000616-428,Oscar Mayer Boneless Chicken Breast 1lb,Meat,Butcher,Oscar Mayer,16.43,12.05,True
617,BEV-000617-125,Dole Apple Juice 64oz Bottle,Beverages,Drinks,Dole,13.97,10.33,True
618,SNA-000618-144,Nature Valley Beef Jerky Original 2.85oz,Snacks,Snacks,Nature Valley,4.76,3.33,True
619,PRO-000619-891,Kraft Hass Avocados 4ct,Produce,Fresh,Kraft,7.58,4.18,True
620,MEA-000620-955,Private Selection Chicken Thighs Family Pack,Meat,Butcher,Private Selection,8.11,5.46,True
621,BAK-000621-257,Oscar Mayer Bagels Plain 6ct,Bakery,Bakery,Oscar Mayer,1.57,1.12,True
622,PRO-000622-913,Kraft Organic Bananas Bunch,Produce,Fresh,Kraft,4.24,2.4,True
623,BEV-000623-561,Tide Energy Drink Original 4x16oz,Beverages,Drinks,Tide,10.74,6.98,True
624,PRO-000624-756,Great Value Organic Carrots 2lb Bag,Produce,Fresh,Great Value,9.72,5.49,True
625,GRO-000625-466,Horizon Organic Chicken Broth 32oz,Grocery,Pantry,Horizon Organic,12.15,6.98,True
626,BEV-000626-388,Horizon Organic Sports Drink Variety 6x20oz,Beverages,Drinks,Horizon Organic,12.29,8.0,True
627,GRO-000627-646,Kraft Corn Flakes Cereal 12oz,Grocery,Pantry,Kraft,3.86,2.79,True
628,SNA-000628-247,Wonder Bread Mixed Nuts Roasted 15oz,Snacks,Snacks,Wonder Bread,4.78,3.6,False
629,HOU-000629-995,Doritos Paper Towels 6 Rolls,Household,Cleaning,Doritos,21.64,12.52,True
630,BAK-000630-187,Doritos Baguette French,Bakery,Bakery,Doritos,4.85,3.5,True
631,HOU-000631-761,Private Selection Trash Bags Tall Kitchen 80ct,Household,Cleaning,Private Selection,30.53,17.79,True
632,BEV-000632-285,Coca-Cola Spring Water 24x16.9oz Bottles,Beverages,Drinks,Coca-Cola,11.21,7.63,True
633,SNA-000633-662,Wonder Bread Beef Jerky Original 2.85oz,Snacks,Snacks,Wonder Bread,2.15,1.51,True
634,MEA-000634-598,Heinz Ground Pork 1lb,Meat,Butcher,Heinz,33.54,21.2,True
635,MEA-000635-734,Dole Ground Beef 80/20 1lb,Meat,Butcher,Dole,7.08,4.21,True
636,HOU-000636-413,Oscar Mayer Batteries AA 24ct,Household,Cleaning,Oscar Mayer,25.79,15.09,True
637,HOU-000637-104,Kraft Sponges Scrub 6ct,Household,Cleaning,Kraft,14.39,10.51,True
638,BAK-000638-237,Bounty Donuts Glazed 12ct,Bakery,Bakery,Bounty,9.24,5.79,True
639,FRO-000639-598,Dole French Fries Crinkle 32oz,Frozen,Frozen,Dole,9.83,5.8,True
640,BEV-000640-301,Doritos Orange Juice Pulp Free 52oz,Beverages,Drinks,Doritos,6.52,4.92,True
641,PRO-000641-969,Great Value Blueberries 6oz,Produce,Fresh,Great Value,7.22,4.02,True
642,BAK-000642-137,Nestle Whole Wheat Bread,Bakery,Bakery,Nestle,7.74,5.22,False
643,FRO-000643-501,Bounty Frozen Mixed Vegetables 12oz,Frozen,Frozen,Bounty,6.06,4.41,True
644,BEV-000644-613,365 Whole Foods Orange Juice Pulp Free 52oz,Beverages,Drinks,365 Whole Foods,9.36,6.0,True
645,MEA-000645-269,Oscar Mayer Deli Ham Sliced 1lb,Meat,Butcher,Oscar Mayer,27.71,16.14,True
646,DAI-000646-467,Nature Valley String Cheese 12ct,Dairy,Dairy,Nature Valley,1.76,1.28,True
647,BEV-000647-143,General Mills Green Tea Bags 20ct,Beverages,Drinks,General Mills,11.18,7.48,True
648,BAK-000648-147,365 Whole Foods Cinnamon Rolls 8ct,Bakery,Bakery,365 Whole Foods,1.76,1.23,True
649,SNA-000649-692,Tyson Mixed Nuts Roasted 15oz,Snacks,Snacks,Tyson,7.66,4.52,True
650,HOU-000650-955,Wonder Bread Batteries AA 24ct,Household,Cleaning,Wonder Bread,7.33,4.46,False
651,MEA-000651-461,Tide Rotisserie Chicken Whole,Meat,Butcher,Tide,29.51,18.57,True
652,GRO-000652-550,Pepsi Granulated Sugar 4lb Bag,Grocery,Pantry,Pepsi,3.23,1.83,True
653,MEA-000653-261,Kraft Atlantic Salmon Fillet 1lb,Meat,Butcher,Kraft,15.86,11.34,True
654,MEA-000654-837,Chiquita Ribeye Steak 12oz,Meat,Butcher,Chiquita,8.39,5.92,True
655,DAI-000655-122,Private Selection Almond Milk Unsweetened 64oz,Dairy,Dairy,Private Selection,4.14,2.4,True
656,DAI-000656-140,Lays Almond Milk Unsweetened 64oz,Dairy,Dairy,Lays,11.71,6.84,True
657,DAI-000657-713,Tide Cream Cheese 8oz Bar,Dairy,Dairy,Tide,12.63,8.8,True
658,BEV-000658-559,Nestle Pepsi Cola 12x12oz Cans,Beverages,Drinks,Nestle,10.47,6.89,True
659,MEA-000659-246,Hellmanns Ribeye Steak 12oz,Meat,Butcher,Hellmanns,28.83,21.3,True
660,SNA-000660-841,Kraft Mixed Nuts Roasted 15oz,Snacks,Snacks,Kraft,9.31,7.1,True
661,PRO-000661-494,Tide Baby Spinach 5oz Clamshell,Produce,Fresh,Tide,2.84,1.57,True
662,SNA-000662-720,Pepsi Chocolate Bar Milk 1.55oz,Snacks,Snacks,Pepsi,2.42,1.6,True
663,GRO-000663-615,Doritos Mayonnaise 30oz,Grocery,Pantry,Doritos,10.09,5.77,True
664,SNA-000664-764,Oscar Mayer Potato Chips Classic 10oz,Snacks,Snacks,Oscar Mayer,6.34,4.1,True
665,SNA-000665-921,General Mills Chocolate Bar Milk 1.55oz,Snacks,Snacks,General Mills,6.93,5.04,True
666,PRO-000666-360,Pepsi Russet Potatoes 5lb Bag,Produce,Fresh,Pepsi,6.87,4.15,True
667,BEV-000667-518,Doritos Sports Drink Variety 6x20oz,Beverages,Drinks,Doritos,6.45,3.56,True
668,GRO-000668-220,Lays All-Purpose Flour 5lb Bag,Grocery,Pantry,Lays,7.37,4.69,True
669,HOU-000669-209,Bounty Sponges Scrub 6ct,Household,Cleaning,Bounty,9.63,6.74,True
670,SNA-000670-474,Heinz Chocolate Bar Milk 1.55oz,Snacks,Snacks,Heinz,8.45,6.58,True
671,MEA-000671-902,Doritos Ribeye Steak 12oz,Meat,Butcher,Doritos,21.72,12.84,True
672,FRO-000672-691,Dole Frozen Waffles 10ct,Frozen,Frozen,Dole,7.45,5.31,True
673,PRO-000673-557,General Mills Clementines 3lb Bag,Produce,Fresh,General Mills,10.45,8.03,True
674,SNA-000674-920,Chiquita Chocolate Bar Milk 1.55oz,Snacks,Snacks,Chiquita,7.73,5.49,True
675,DAI-000675-105,Wonder Bread Mozzarella Shredded 8oz,Dairy,Dairy,Wonder Bread,10.7,7.91,True
676,BAK-000676-369,Horizon Organic Bagels Plain 6ct,Bakery,Bakery,Horizon Organic,3.88,2.21,True
677,BAK-000677-771,Hellmanns Tortillas Flour 10ct,Bakery,Bakery,Hellmanns,7.39,5.27,True
678,DAI-000678-549,Nature Valley Almond Milk Unsweetened 64oz,Dairy,Dairy,Nature Valley,1.42,1.06,True
679,SNA-000679-134,Nestle Mixed Nuts Roasted 15oz,Snacks,Snacks,Nestle,10.46,6.98,True
680,DAI-000680-468,Kirkland Signature Almond Milk Unsweetened 64oz,Dairy,Dairy,Kirkland Signature,4.09,2.25,True
681,BEV-000681-785,Bounty Energy Drink Original 4x16oz,Beverages,Drinks,Bounty,8.03,5.5,True
682,PRO-000682-662,Horizon Organic Blueberries 6oz,Produce,Fresh,Horizon Organic,4.62,3.42,True
683,HOU-000683-331,Tyson Surface Cleaner Spray 22oz,Household,Cleaning,Tyson,23.18,13.79,True
684,GRO-000684-516,Kraft Canned Black Beans 15oz,Grocery,Pantry,Kraft,7.21,4.89,True
685,HOU-000685-363,Lays Laundry Detergent Liquid 100oz,Household,Cleaning,Lays,31.27,23.05,True
686,FRO-000686-595,Heinz Fish Sticks 15oz,Frozen,Frozen,Heinz,12.34,8.94,False
687,FRO-000687-982,Heinz Frozen Berries Blend 16oz,Frozen,Frozen,Heinz,3.8,2.19,True
688,MEA-000688-335,Folgers Chicken Thighs Family Pack,Meat,Butcher,Folgers,28.99,18.69,True
689,SNA-000689-952,Folgers Potato Chips Classic 10oz,Snacks,Snacks,Folgers,4.37,2.69,True
690,HOU-000690-282,Doritos Laundry Detergent Liquid 100oz,Household,Cleaning,Doritos,19.29,12.18,True
691,BEV-000691-294,Oscar Mayer Orange Juice Pulp Free 52oz,Beverages,Drinks,Oscar Mayer,9.23,5.5,True
692,BEV-000692-307,General Mills Spring Water 24x16.9oz Bottles,Beverages,Drinks,General Mills,13.09,9.72,True
693,PRO-000693-792,Horizon Organic Hass Avocados 4ct,Produce,Fresh,Horizon Organic,12.47,8.27,True
694,SNA-000694-480,Nature Valley Potato Chips Classic 10oz,Snacks,Snacks,Nature Valley,8.55,5.67,False
695,BEV-000695-882,Kraft Sparkling Water Lime 8x12oz,Beverages,Drinks,Kraft,14.02,8.61,True
696,DAI-000696-918,Lays Whole Milk Gallon,Dairy,Dairy,Lays,6.24,4.78,True
697,HOU-000697-894,Oscar Mayer Sponges Scrub 6ct,Household,Cleaning,Oscar Mayer,10.23,7.92,True
698,FRO-000698-108,Folgers French Fries Crinkle 32oz,Frozen,Frozen,Folgers,3.63,2.17,True
699,HOU-000699-982,Hellmanns Surface Cleaner Spray 22oz,Household,Cleaning,Hellmanns,12.78,8.64,True
700,FRO-000700-288,Bounty French Fries Crinkle 32oz,Frozen,Frozen,Bounty,9.23,5.52,True
701,HOU-000701-386,Tide Surface Cleaner Spray 22oz,Household,Cleaning,Tide,18.51,12.61,False
702,MEA-000702-923,Tyson Ground Beef 80/20 1lb,Meat,Butcher,Tyson,12.06,7.83,True
703,DAI-000703-584,Pepsi Cottage Cheese 16oz,Dairy,Dairy,Pepsi,10.72,6.33,True
704,SNA-000704-904,Chiquita Cookies Sandwich 15.25oz,Snacks,Snacks,Chiquita,6.98,4.24,True
705,GRO-000705-807,Coca-Cola Honey Wheat Bread Loaf,Grocery,Pantry,Coca-Cola,3.2,1.92,True
706,PRO-000706-366,Chiquita Fresh Strawberries 16oz,Produce,Fresh,Chiquita,5.51,3.74,True
707,BEV-000707-521,Great Value Green Tea Bags 20ct,Beverages,Drinks,Great Value,4.88,3.66,False
708,MEA-000708-765,Heinz Deli Ham Sliced 1lb,Meat,Butcher,Heinz,24.46,14.43,True
709,HOU-000709-622,Oscar Mayer Surface Cleaner Spray 22oz,Household,Cleaning,Oscar Mayer,19.61,14.11,True
710,BAK-000710-574,Dole Whole Wheat Bread,Bakery,Bakery,Dole,8.68,5.06,True
711,HOU-000711-727,Wonder Bread Sponges Scrub 6ct,Household,Cleaning,Wonder Bread,22.14,16.5,True
712,DAI-000712-421,General Mills Sour Cream 16oz,Dairy,Dairy,General Mills,5.0,3.09,True
713,BAK-000713-899,365 Whole Foods Donuts Glazed 12ct,Bakery,Bakery,365 Whole Foods,11.38,7.21,True
714,FRO-000714-288,Kraft Fish Sticks 15oz,Frozen,Frozen,Kraft,13.31,7.7,True
715,BEV-000715-270,Nestle Pepsi Cola 12x12oz Cans,Beverages,Drinks,Nestle,8.06,4.61,True
716,FRO-000716-126,Kirkland Signature Frozen Lasagna Family Size,Frozen,Frozen,Kirkland Signature,12.36,8.29,False
717,PRO-000717-259,Hellmanns Roma Tomatoes 2lb Package,Produce,Fresh,Hellmanns,2.28,1.74,True
718,MEA-000718-553,Dole Pork Chops Bone-In 1lb,Meat,Butcher,Dole,23.78,13.8,True
719,GRO-000719-465,Oscar Mayer Long Grain White Rice 2lb Bag,Grocery,Pantry,Oscar Mayer,11.36,7.1,True
720,SNA-000720-555,Doritos Mixed Nuts Roasted 15oz,Snacks,Snacks,Doritos,2.87,2.2,True
721,FRO-000721-755,Lays Fish Sticks 15oz,Frozen,Frozen,Lays,10.84,6.73,True
722,SNA-000722-552,Horizon Organic Pretzels Mini 16oz,Snacks,Snacks,Horizon Organic,4.89,3.15,True
723,GRO-000723-934,Lays Long Grain White Rice 2lb Bag,Grocery,Pantry,Lays,10.16,5.91,True
724,SNA-000724-603,Folgers Potato Chips Classic 10oz,Snacks,Snacks,Folgers,12.37,8.16,True
725,BAK-000725-336,Hellmanns Donuts Glazed 12ct,Bakery,Bakery,Hellmanns,10.61,7.17,True
726,SNA-000726-355,Tide Chocolate Bar Milk 1.55oz,Snacks,Snacks,Tide,3.2,2.3,True
727,BAK-000727-181,Tyson Sourdough Bread Loaf,Bakery,Bakery,Tyson,6.23,3.77,True
728,BEV-000728-860,Wonder Bread Coffee Ground Medium Roast 12oz,Beverages,Drinks,Wonder Bread,9.61,5.88,True
729,PRO-000729-396,Pepsi Gala Apples 3lb Bag,Produce,Fresh,Pepsi,2.58,1.69,True
730,FRO-000730-119,Chiquita Chicken Nuggets 24oz,Frozen,Frozen,Chiquita,5.24,4.05,True
731,PRO-000731-228,Tyson Roma Tomatoes 2lb Package,Produce,Fresh,Tyson,9.66,6.93,True
732,DAI-000732-322,Nature Valley Whole Milk Gallon,Dairy,Dairy,Nature Valley,5.29,3.29,True
733,HOU-000733-910,Folgers Aluminum Foil 200sq ft,Household,Cleaning,Folgers,5.94,3.38,True
734,DAI-000734-894,Tyson Whole Milk Gallon,Dairy,Dairy,Tyson,5.88,3.97,True
735,BEV-000735-224,Great Value Energy Drink Original 4x16oz,Beverages,Drinks,Great Value,14.7,10.5,True
736,FRO-000736-303,Kirkland Signature Chicken Nuggets 24oz,Frozen,Frozen,Kirkland Signature,8.79,6.39,True
737,MEA-000737-797,Tide Italian Sausage Links 12oz,Meat,Butcher,Tide,33.83,25.89,True
738,GRO-000738-633,Doritos Chicken Broth 32oz,Grocery,Pantry,Doritos,2.72,1.8,True
739,HOU-000739-323,Oscar Mayer Paper Towels 6 Rolls,Household,Cleaning,Oscar Mayer,34.19,20.66,True
740,GRO-000740-698,Tyson Peanut Butter Creamy 16oz,Grocery,Pantry,Tyson,2.69,1.97,True
741,GRO-000741-586,Folgers All-Purpose Flour 5lb Bag,Grocery,Pantry,Folgers,9.34,5.47,True
742,MEA-000742-193,Nature Valley Atlantic Salmon Fillet 1lb,Meat,Butcher,Nature Valley,25.57,16.05,False
743,GRO-000743-760,Bounty Long Grain White Rice 2lb Bag,Grocery,Pantry,Bounty,3.09,2.08,True
744,FRO-000744-671,Chiquita Chicken Nuggets 24oz,Frozen,Frozen,Chiquita,12.56,9.09,True
745,FRO-000745-805,Great Value Chicken Nuggets 24oz,Frozen,Frozen,Great Value,7.83,5.61,True
746,GRO-000746-548,Folgers Corn Flakes Cereal 12oz,Grocery,Pantry,Folgers,7.83,5.28,True
747,DAI-000747-431,Bounty Cream Cheese 8oz Bar,Dairy,Dairy,Bounty,9.86,6.05,True
748,SNA-000748-643,Horizon Organic Popcorn Microwave Butter 6ct,Snacks,Snacks,Horizon Organic,3.1,1.92,True
749,HOU-000749-894,Great Value Aluminum Foil 200sq ft,Household,Cleaning,Great Value,24.13,15.38,True
750,GRO-000750-894,Bounty All-Purpose Flour 5lb Bag,Grocery,Pantry,Bounty,8.55,5.33,True
751,SNA-000751-636,Nestle Chocolate Bar Milk 1.55oz,Snacks,Snacks,Nestle,9.28,6.74,True
752,BEV-000752-756,Private Selection Green Tea Bags 20ct,Beverages,Drinks,Private Selection,7.19,4.11,True
753,GRO-000753-282,Pepsi Ketchup 20oz,Grocery,Pantry,Pepsi,11.51,6.87,True
754,PRO-000754-757,Heinz Organic Bananas Bunch,Produce,Fresh,Heinz,11.07,7.76,True
755,BEV-000755-326,Bounty Coca-Cola Classic 12x12oz Cans,Beverages,Drinks,Bounty,10.46,5.92,True
756,MEA-000756-952,Nature Valley Chicken Thighs Family Pack,Meat,Butcher,Nature Valley,7.39,5.43,True
757,SNA-000757-913,Bounty Chocolate Bar Milk 1.55oz,Snacks,Snacks,Bounty,9.58,7.08,True
758,GRO-000758-954,Horizon Organic Chicken Broth 32oz,Grocery,Pantry,Horizon Organic,4.85,3.72,False
759,PRO-000759-644,General Mills Hass Avocados 4ct,Produce,Fresh,General Mills,5.8,3.45,True
760,DAI-000760-525,Doritos Cream Cheese 8oz Bar,Dairy,Dairy,Doritos,10.02,7.28,True
761,FRO-000761-270,Coca-Cola Fish Sticks 15oz,Frozen,Frozen,Coca-Cola,12.6,8.52,True
762,DAI-000762-553,Hellmanns Cream Cheese 8oz Bar,Dairy,Dairy,Hellmanns,12.21,9.25,True
763,HOU-000763-882,Private Selection Surface Cleaner Spray 22oz,Household,Cleaning,Private Selection,23.99,17.75,True
764,MEA-000764-319,Doritos Deli Ham Sliced 1lb,Meat,Butcher,Doritos,16.24,10.99,True
765,HOU-000765-506,365 Whole Foods Aluminum Foil 200sq ft,Household,Cleaning,365 Whole Foods,5.0,2.79,True
766,GRO-000766-409,Pepsi Granulated Sugar 4lb Bag,Grocery,Pantry,Pepsi,1.37,1.06,True
767,HOU-000767-942,Folgers Paper Towels 6 Rolls,Household,Cleaning,Folgers,13.27,8.99,True
768,DAI-000768-571,Kirkland Signature Large Grade A Eggs 12ct,Dairy,Dairy,Kirkland Signature,5.45,3.17,True
769,MEA-000769-930,Tyson Pork Chops Bone-In 1lb,Meat,Butcher,Tyson,14.0,9.54,True
770,MEA-000770-840,Horizon Organic Ground Pork 1lb,Meat,Butcher,Horizon Organic,14.73,9.74,True
771,PRO-000771-407,Wonder Bread Lemons 2lb Bag,Produce,Fresh,Wonder Bread,1.73,1.27,True
772,GRO-000772-456,Chiquita Mayonnaise 30oz,Grocery,Pantry,Chiquita,11.58,7.53,True
773,PRO-000773-865,General Mills Cucumber 3ct,Produce,Fresh,General Mills,8.93,6.15,True
774,BAK-000774-636,Dole Croissants 4ct,Bakery,Bakery,Dole,1.77,1.19,True
775,SNA-000775-151,Pepsi Pretzels Mini 16oz,Snacks,Snacks,Pepsi,9.17,7.15,False
776,SNA-000776-542,General Mills Tortilla Chips Restaurant Style 13oz,Snacks,Snacks,General Mills,4.68,3.0,True
777,PRO-000777-863,Heinz Fresh Strawberries 16oz,Produce,Fresh,Heinz,1.87,1.2,True
778,SNA-000778-233,Folgers Chocolate Bar Milk 1.55oz,Snacks,Snacks,Folgers,10.21,6.74,True
779,BAK-000779-674,Nestle Whole Wheat Bread,Bakery,Bakery,Nestle,8.5,6.11,True
780,PRO-000780-431,Private Selection Roma Tomatoes 2lb Package,Produce,Fresh,Private Selection,9.3,6.35,True
781,BAK-000781-456,Bounty Tortillas Flour 10ct,Bakery,Bakery,Bounty,3.52,2.21,True
782,BEV-000782-731,Bounty Orange Juice Pulp Free 52oz,Beverages,Drinks,Bounty,12.94,9.51,True
783,FRO-000783-304,General Mills Frozen Pizza Pepperoni 12in,Frozen,Frozen,General Mills,11.37,6.66,True
784,PRO-000784-348,Kirkland Signature Hass Avocados 4ct,Produce,Fresh,Kirkland Signature,12.39,9.46,True
785,BEV-000785-810,Chiquita Coca-Cola Classic 12x12oz Cans,Beverages,Drinks,Chiquita,12.74,7.9,True
786,HOU-000786-316,Doritos Trash Bags Tall Kitchen 80ct,Household,Cleaning,Doritos,11.1,7.44,True
787,FRO-000787-815,Folgers Frozen Mixed Vegetables 12oz,Frozen,Frozen,Folgers,11.17,7.11,True
788,SNA-000788-274,Tyson Potato Chips Classic 10oz,Snacks,Snacks,Tyson,1.99,1.19,True
789,BEV-000789-770,365 Whole Foods Coca-Cola Classic 12x12oz Cans,Beverages,Drinks,365 Whole Foods,14.36,8.12,True
790,HOU-000790-399,Great Value Laundry Detergent Liquid 100oz,Household,Cleaning,Great Value,31.01,21.69,True
791,BAK-000791-201,Folgers Baguette French,Bakery,Bakery,Folgers,11.87,7.85,True
792,PRO-000792-612,Nestle Gala Apples 3lb Bag,Produce,Fresh,Nestle,12.6,8.55,True
793,GRO-000793-412,Lays Tomato Sauce 15oz,Grocery,Pantry,Lays,5.19,3.32,True
794,HOU-000794-463,Bounty Mop Refills 2ct,Household,Cleaning,Bounty,23.75,14.35,False
795,SNA-000795-740,Kirkland Signature Mixed Nuts Roasted 15oz,Snacks,Snacks,Kirkland Signature,4.3,2.75,False
796,GRO-000796-330,Tyson Granulated Sugar 4lb Bag,Grocery,Pantry,Tyson,3.06,2.31,True
797,PRO-000797-633,Tide Clementines 3lb Bag,Produce,Fresh,Tide,12.53,8.66,True
798,MEA-000798-686,General Mills Ribeye Steak 12oz,Meat,Butcher,General Mills,9.57,7.4,True
799,HOU-000799-234,Doritos Aluminum Foil 200sq ft,Household,Cleaning,Doritos,11.19,6.51,True
800,MEA-000800-805,Dole Atlantic Salmon Fillet 1lb,Meat,Butcher,Dole,26.14,17.53,True
801,DAI-000801-261,Heinz Almond Milk Unsweetened 64oz,Dairy,Dairy,Heinz,5.0,3.39,True
802,PRO-000802-959,Chiquita Gala Apples 3lb Bag,Produce,Fresh,Chiquita,11.58,8.31,True
803,BAK-000803-553,Dole Tortillas Flour 10ct,Bakery,Bakery,Dole,10.01,7.4,True
804,BEV-000804-209,Nestle Orange Juice Pulp Free 52oz,Beverages,Drinks,Nestle,5.0,2.78,False
805,BEV-000805-727,Heinz Sports Drink Variety 6x20oz,Beverages,Drinks,Heinz,6.15,3.71,True
806,HOU-000806-898,Folgers Laundry Detergent Liquid 100oz,Household,Cleaning,Folgers,19.29,12.84,True
807,HOU-000807-603,Tide Dish Soap Liquid 24oz,Household,Cleaning,Tide,19.21,11.29,True
808,BAK-000808-522,Tyson Croissants 4ct,Bakery,Bakery,Tyson,3.89,2.74,True
809,MEA-000809-549,Kraft Ground Beef 80/20 1lb,Meat,Butcher,Kraft,31.0,20.54,True
810,FRO-000810-514,Private Selection Chicken Nuggets 24oz,Frozen,Frozen,Private Selection,12.42,8.57,True
811,HOU-000811-860,Hellmanns Sponges Scrub 6ct,Household,Cleaning,Hellmanns,22.15,14.91,True
812,GRO-000812-562,Coca-Cola Granulated Sugar 4lb Bag,Grocery,Pantry,Coca-Cola,6.64,4.99,True
813,MEA-000813-505,Doritos Rotisserie Chicken Whole,Meat,Butcher,Doritos,34.5,19.29,True
814,GRO-000814-550,Dole Tomato Sauce 15oz,Grocery,Pantry,Dole,5.95,3.69,True
815,FRO-000815-401,Private Selection Frozen Mixed Vegetables 12oz,Frozen,Frozen,Private Selection,10.54,5.93,True
816,DAI-000816-562,Wonder Bread Half and Half Quart,Dairy,Dairy,Wonder Bread,2.35,1.56,True
817,SNA-000817-523,Tide Popcorn Microwave Butter 6ct,Snacks,Snacks,Tide,5.07,2.82,True
818,MEA-000818-356,Horizon Organic Italian Sausage Links 12oz,Meat,Butcher,Horizon Organic,14.71,10.28,True
819,DAI-000819-193,Coca-Cola String Cheese 12ct,Dairy,Dairy,Coca-Cola,2.63,1.72,True
820,SNA-000820-726,Lays Chocolate Bar Milk 1.55oz,Snacks,Snacks,Lays,12.4,7.9,True
821,DAI-000821-992,Heinz Sour Cream 16oz,Dairy,Dairy,Heinz,9.01,5.27,True
822,DAI-000822-152,Folgers Cottage Cheese 16oz,Dairy,Dairy,Folgers,6.2,3.85,True
823,FRO-000823-285,Wonder Bread Frozen Waffles 10ct,Frozen,Frozen,Wonder Bread,4.84,2.81,True
824,BEV-000824-609,365 Whole Foods Coca-Cola Classic 12x12oz Cans,Beverages,Drinks,365 Whole Foods,13.33,9.0,True
825,FRO-000825-702,Nestle Chicken Nuggets 24oz,Frozen,Frozen,Nestle,11.07,7.24,True
826,GRO-000826-384,Doritos Tomato Sauce 15oz,Grocery,Pantry,Doritos,8.54,5.79,True
827,GRO-000827-156,Pepsi Peanut Butter Creamy 16oz,Grocery,Pantry,Pepsi,8.93,4.99,True
828,BEV-000828-150,Horizon Organic Green Tea Bags 20ct,Beverages,Drinks,Horizon Organic,4.74,3.69,True
829,BEV-000829-808,Oscar Mayer Sports Drink Variety 6x20oz,Beverages,Drinks,Oscar Mayer,11.54,7.87,True
830,FRO-000830-195,Kirkland Signature French Fries Crinkle 32oz,Frozen,Frozen,Kirkland Signature,12.33,7.7,True
831,PRO-000831-963,Private Selection Romaine Hearts 3ct,Produce,Fresh,Private Selection,7.73,4.77,True
832,BEV-000832-523,Lays Green Tea Bags 20ct,Beverages,Drinks,Lays,9.52,6.76,True
833,PRO-000833-641,Wonder Bread Lemons 2lb Bag,Produce,Fresh,Wonder Bread,12.84,8.49,True
834,BEV-000834-968,Hellmanns Energy Drink Original 4x16oz,Beverages,Drinks,Hellmanns,7.13,4.78,False
835,HOU-000835-676,Hellmanns Dish Soap Liquid 24oz,Household,Cleaning,Hellmanns,19.88,14.27,True
836,DAI-000836-825,General Mills Vanilla Ice Cream Gallon,Dairy,Dairy,General Mills,4.69,2.79,True
837,FRO-000837-918,Nestle Vanilla Ice Cream Bars 6ct,Frozen,Frozen,Nestle,10.57,6.82,True
838,HOU-000838-317,Wonder Bread LED Light Bulbs 4ct,Household,Cleaning,Wonder Bread,5.33,3.18,True
839,PRO-000839-618,Dole Roma Tomatoes 2lb Package,Produce,Fresh,Dole,7.72,5.61,True
840,HOU-000840-841,Tide Surface Cleaner Spray 22oz,Household,Cleaning,Tide,22.06,17.0,True
841,MEA-000841-788,Chiquita Ground Turkey 1lb,Meat,Butcher,Chiquita,19.36,12.76,True
842,DAI-000842-742,Pepsi Half and Half Quart,Dairy,Dairy,Pepsi,6.68,5.0,True
843,FRO-000843-955,Kirkland Signature Fish Sticks 15oz,Frozen,Frozen,Kirkland Signature,9.48,6.45,True
844,SNA-000844-313,Great Value Cookies Sandwich 15.25oz,Snacks,Snacks,Great Value,8.05,5.04,True
845,HOU-000845-387,Pepsi Laundry Detergent Liquid 100oz,Household,Cleaning,Pepsi,30.21,18.97,True
846,SNA-000846-720,Heinz Popcorn Microwave Butter 6ct,Snacks,Snacks,Heinz,5.85,4.02,True
847,BEV-000847-132,Folgers Green Tea Bags 20ct,Beverages,Drinks,Folgers,6.61,3.77,True
848,HOU-000848-321,Dole Aluminum Foil 200sq ft,Household,Cleaning,Dole,20.74,12.24,True
849,GRO-000849-194,Nestle Salsa Medium 16oz,Grocery,Pantry,Nestle,6.48,3.6,True
850,SNA-000850-448,Nestle Popcorn Microwave Butter 6ct,Snacks,Snacks,Nestle,12.1,8.69,True
851,HOU-000851-941,Coca-Cola Dish Soap Liquid 24oz,Household,Cleaning,Coca-Cola,34.46,23.04,False
852,MEA-000852-570,Kirkland Signature Ground Pork 1lb,Meat,Butcher,Kirkland Signature,16.62,12.45,True
